Comment_ID,Lemmatized_Review
2274,kiwoo right metaphorical
2275,still deserving oscar sweep beautiful writing cinematography performance overall composition ill never good time masterpiece
2276,best movie recent history know im right
2277,scene methodically thought subtle hint minutia kept wondering movie get even better 30 minute plot build perfectly sequence get better last fact many creative actionpacked circumstantial moment take place one house insanely impressive
2278,park house look freaking cozy oh gosh
2279,2019 incredible year movie please bring back
2280,second watch noticed dasongs self portrait dude saw traumatized
2281,watched black white version film didnt enjoyed much wouldve liked watched film realized felt different even beautiful movie felt dull without color reason tone movie shift entirely good way
2282,hello old friend miss
2283,rewatched grandparent
2284,week shame best friend still seeing im due diligence
2285,cant believe 10 year since parasite best picture
2286,dont know hell didnt give full 5 star first viewing masterpiece
2287,oof cabin fever hitting close home
2288,film like never seen dont know could come bong joon ho master storytelling film definitely crazy experience im glad avoided spoiler trailer one made movie experience even better cast phenomenal sodam park gave favorite performance absolutely brilliant made movie strongest screen story something last 45 minute holy shit moment throughout screen
2289,good
2290,anyone writing review movie deep useless isnt shittt add good movie reputation go review tigerking
2291,watching 2140p cousin really experience entire earth say thank best director winner bong joonho
2292,perfection
2293,surprise surprise best film year best film year goodness im still reeling there nothing like coming cinema state joy astonishment doesnt happen often watched parasite favourite film get 5 star theyre favourite ive discovered love much several viewing parasite broken barrier first watch alone
